company_name,url,description,founders,funding_info,latest_funding_date,total_funding,key_investors,location,headquarters,social_links,success
TIFIN,https://www.tifin.com,TIFIN is a fintech platform using AI to personalize investor experiences. Founded by Vinay Nair[5].,Dr. Vinay Nair,"[{'round': 'Venture', 'amount': '$5.4M', 'lead_investors': 'Not publicly disclosed', 'year': '2018-12'}, {'round': 'Series A', 'amount': '$22M', 'lead_investors': 'Not publicly disclosed', 'year': '2020-12'}, {'round': 'Series B', 'amount': '$22.3M', 'lead_investors': 'J.P. Morgan, Morningstar, Broadridge', 'year': '2021-04'}, {'round': 'Series C', 'amount': '$47M', 'lead_investors': 'Hamilton Lane (joined by prior investors)', 'year': '2021-10'}, {'round': 'Series D', 'amount': '$109M', 'lead_investors': 'Franklin Templeton, Motive Partners, J.P. Morgan, Hamilton Lane', 'year': '2022-05'}]",2022-05,$223M,"Franklin Templeton, Motive Partners, J.P. Morgan Asset Management, Hamilton Lane, Morningstar, Broadridge, SEI","Boulder, CO","2440 Junction Place, Suite 300, Boulder, Colorado, 80301","instagram: https://www.instagram.com/tifinfintech/, twitter: https://twitter.com/tifinfintech, linkedin: https://www.linkedin.com/company/tifin, crunchbase: Not found",Yes
Four Points Funding,https://fourpointsfunding.com,Four Points Funding is a venture capital firm investing in rural Colorado startups. Stephanie Copeland is a managing partner[5].,"Chris Montgomery, Shawn Bertini, Amanda Montgomery, Stephanie Copeland","Four Points Funding operates through Opportunity Zone Funds, raising capital from accredited investors for real estate development. They have committed over $270 million in housing and hospitality assets. Fund V is nearing full subscription. Specific rounds like Seed/Series A/B/C are not applicable.",Not found,$270M,Accredited investors seeking Opportunity Zone tax benefits,"Steamboat Springs, CO","345 Lincoln Ave #206, Steamboat Springs, Colorado 80487","linkedin: Not found, crunchbase: Not found",Yes
Caruso Ventures,https://www.carusoventures.com,"Venture capital firm investing in early-stage technology companies, founded by Dan Caruso[3].",Dan Caruso,"[{'round': 'Seed', 'amount': '$1.8M', 'lead_investors': 'Caruso Ventures, Media Empire Ventures, Tony Kemp, others', 'year': '2024'}, {'round': 'Series A', 'amount': '$25M', 'lead_investors': 'Caruso Ventures, Cerberus Capital Management, In-Q-Tel, Lavrock Ventures, Mark IV Capital, Olive Capital', 'year': '2024'}, {'round': 'Series A', 'amount': '$13M', 'lead_investors': 'Caruso Ventures, 4 other investors', 'year': '2023'}, {'round': 'Seed', 'amount': '$2.5M', 'lead_investors': 'Caruso Ventures', 'year': '2025'}, {'round': 'Other', 'amount': '$5M', 'lead_investors': 'Caruso Ventures', 'year': '2024'}, {'round': 'Seed', 'amount': 'Undisclosed', 'lead_investors': 'Caruso Ventures', 'year': '2025'}]",2025,Not found,"Media Empire Ventures, Cerberus Capital Management, In-Q-Tel, Lavrock Ventures, Mark IV Capital, Olive Capital","Boulder, CO","2440 Pearl St., Boulder, CO 80302","twitter: https://getfreshx.com/, linkedin: https://www.linkedin.com/in/kylieheatherdoherty/, crunchbase: Not found",Yes
Zayo Group,https://www.zayo.com,Zayo Group provides fiber infrastructure and bandwidth connectivity solutions. Sandi Lewis is a board member; Dan Caruso is a co-founder[5].,"Dan Caruso, John Scarano, Matt Erickson","[{'round': 'Series B', 'amount': '$128 million', 'lead_investors': ['Battery Ventures', 'Centennial Ventures', 'Charlesbank Capital Partners', 'Columbia Capital', 'M/C Venture Partners'], 'year': 'Not specified'}, {'round': 'IPO', 'amount': '$600 million', 'lead_investors': 'Not applicable', 'year': '2014'}, {'round': 'Acquisition', 'amount': '$14.3 billion', 'lead_investors': ['EQT Infrastructure IV fund', 'Digital Colony Partners'], 'year': '2020'}]",2020,$128 million,"Battery Ventures, Centennial Ventures, Charlesbank Capital Partners, Columbia Capital, M/C Venture Partners","Boulder, CO","1805 29th Street, Suite 2050, Boulder, CO 80301","linkedin: Not found, crunchbase: Not found",Yes
DaVita,https://www.davita.com,DaVita is a healthcare company specializing in kidney care and dialysis services. Kent Thiry is the former CEO and board member[5].,Not a single founder,"[{'round': 'Leveraged Buyout', 'amount': '$75.5 million', 'lead_investor': 'DLJ Merchant Banking Partners', 'year': '1994'}, {'round': 'IPO', 'amount': '$107 million', 'lead_investor': 'Not applicable', 'year': '1995'}]",1995,$183.5 million,"Berkshire Hathaway, The Vanguard Group, BlackRock","Denver, CO","2000 16th Street, Denver, CO 80202","linkedin: https://www.linkedin.com/company/davita, crunchbase: https://www.crunchbase.com/organization/davita",Yes
Vitro3D,https://vitro3d.com,"Specializes in volumetric 3D printing technology for medical and industrial applications. Founded in 2020 in Boulder, Vitro3D has received venture capital and is recognized for its innovative deep tec","Camila Uzcategui, Johnny Hergert, Ameen Saafir, Matthew Hartloff","[{'round': 'Seed', 'amount': '$1.3 million', 'lead_investor': 'Buff Gold Ventures', 'year': '2022'}, {'round': 'Unattributed VC', 'amount': '$3.85 million', 'lead_investor': 'Not disclosed', 'year': '2024'}]",2024-05,$5.15 million,"Buff Gold Ventures, Rockies Venture Club, Caruso Ventures, The Deming Center Venture Fund, University of Colorado Boulder","Boulder, CO","1930 Central Avenue, Suite B, Boulder, Colorado, 80301, United States","linkedin: https://www.linkedin.com/company/vitro3d/, crunchbase: https://www.crunchbase.com/organization/vitro3d",Yes
Point Designs,https://pointdesigns.com,"Designs and manufactures prosthetic devices using advanced materials and additive manufacturing. Founded in 2020 in Colorado, Point Designs has secured venture capital and is a deep tech leader in med","Levin Sliker, Stephen Huddle, Richard Weir, Jacob Segil",Not found,Not found,Not found,,"Broomfield, CO","2100 West 6th Ave, Broomfield, Colorado, 80020, United States","linkedin: Not found, crunchbase: Not found",Yes
MycoTechnology,https://mycoiq.com,"Develops novel food ingredients using mushroom mycelium fermentation, applying deep tech in biotechnology. While the company was founded earlier, it has launched new deep tech ventures and received ad","Alan Hahn, Jim Langan, Dr. Brooks Kelly, Peter Lubar","[{'round': 'Series A', 'year': 2015, 'amount': 'Not disclosed', 'lead_investors': ['S2G Ventures', 'Seventure Partners', 'Middleland Capital']}, {'round': 'Series B', 'year': 2016, 'amount': 'Not disclosed', 'lead_investors': ['S2G Ventures', 'Bunge Ventures', 'Emerson Collective']}, {'round': 'Series C', 'year': 2019, 'amount': 'Not disclosed', 'lead_investors': ['S2G Ventures Fund II', 'Middleland MT Holdings', 'ADM Capital’s Cibus Fund']}, {'round': 'Series E', 'year': 2023, 'amount': '$85 million', 'lead_investors': 'Not disclosed'}]",2023-01,$200 million,"S2G Ventures, Bunge Ventures, Emerson Collective, Tyson Ventures, Continental Grain Company","Aurora, CO","18250 E. 40th Ave., Suite 50, Aurora, CO 80011, United States","linkedin: Not found, crunchbase: Not found",Yes
Vartega,https://vartega.com,"Specializes in advanced recycling technologies for carbon fiber and composite materials. Founded in Colorado, Vartega has raised venture capital and is recognized for its deep tech approach to sustain","Andrew Maxey, Jordan Harris, Sean Kline","[{'round': 'Series A', 'amount': '$10M', 'lead_investor': 'Diamond Edge Ventures', 'year': '2024'}, {'round': 'Other', 'amount': '~$10M', 'lead_investor': 'Undisclosed', 'year': 'Various'}]",2024-01,$20.33M,"Diamond Edge Ventures, Circular Innovation Fund, HG Ventures, Techstars, Belle Impact Fund, SWAN Impact Network","Denver, CO","5675 Pecos Street, Suite 203, Denver, Colorado, 80221, United States","linkedin: Not found, crunchbase: Not found",Yes
Enveda Biosciences,https://envedabio.com,"Biotechnology company using AI and metabolomics to discover new medicines from natural products; raised Series B ($55M, 2024) and Series C ($130M, 2024)[3].","Viswa Colluru, PhD","[{'round': 'Series B', 'amount': '$55M', 'lead_investors': 'Not specified', 'year': '2024'}, {'round': 'Series C', 'amount': '$130M', 'lead_investors': 'Kinnevik, FPV', 'year': '2024'}, {'round': 'Series C (extension)', 'amount': '$150M', 'lead_investors': 'Sanofi', 'year': '2025'}, {'round': 'Series D', 'amount': '$150M', 'lead_investors': 'Premji Invest', 'year': '2025'}]",2025-09,$517M,"Kinnevik, FPV, Baillie Gifford, Premji Invest, Lingotto Innovation, Lux Capital, Dimension Capital, True Ventures, Cresset Partners, The Nature Conservancy, Henry R. Kravis","Boulder, CO","5700 Flatiron Parkway, Boulder, CO 80301, United States","linkedin: Not found, crunchbase: Not found",Yes
Iontra,https://iontra.com,"DeepTech company developing advanced battery charging and management technology; raised Series C ($45M, 2024)[3].","Jeff Granato, Daniel Konopka","[{'round': 'Series B', 'amount': '$67M', 'lead_investors': ['Volta Energy Technologies', 'Riverstone Group'], 'year': '2023'}, {'round': 'Series C', 'amount': '$45M', 'lead_investors': ['Volta Energy Technologies'], 'year': '2024'}]",2024-11,$120.3M,"Volta Energy Technologies, Riverstone Group, Flag Asset Management","Centennial, CO","7025 S Fulton St Unit 100, Centennial, Colorado, 80112, United States","linkedin: Not found, crunchbase: Not found",Yes
Lunar Outpost,https://lunaroutpost.com,"Robotics and space technology company building autonomous systems for harsh environments, including lunar and planetary exploration; raised Series A (2024)[3].","Justin Cyrus, Julian Cyrus, AJ Gemer, Forrest Meyen","[{'round': 'Seed', 'amount': '$12 million', 'lead_investor': 'Explorer 1 Fund', 'year': 2022}, {'round': 'Series A', 'amount': 'Not disclosed', 'lead_investors': ['Type One Ventures', 'Industrious Ventures'], 'year': 2024}, {'round': 'Series B', 'amount': '$9.61 million', 'lead_investors': 'Not disclosed', 'year': 2025}]",2025-03,$21.61 million,"Type One Ventures, Industrious Ventures, Promus Ventures, Explorer 1 Fund, Space Capital, Cathexis Ventures","Golden, CO","17700 South Golden Road, Golden, CO 80401, United States","linkedin: https://www.linkedin.com/company/lunaroutpost, crunchbase: https://www.cbinsights.com/company/lunar-outpost",Yes
Brightwave,https://brightwave.io,"AI-powered platform for automating and optimizing business processes; raised Series A ($15M, 2024)[3].","Mike Conover, Brandon Kotara","[{'round': 'Seed', 'amount': '$6M', 'lead_investor': 'Decibel Partners', 'year': 2024}, {'round': 'Series A', 'amount': '$15M', 'lead_investor': 'Decibel Partners', 'year': 2024}]",2024-10,$21M,"Decibel Partners, Point72 Ventures, Moonfire Ventures, OMERS Ventures","Boulder, CO","1007 Pearl Street, Suite 200, Boulder, Colorado, 80302","linkedin: https://www.linkedin.com/company/brightwave-io/about/, twitter: https://x.com/brightwaveio, crunchbase: https://www.crunchbase.com/organization/brightwave-io",Yes
Foresight Diagnostics,https://foresight-dx.com,"Biotechnology company specializing in ultra-sensitive cancer detection and monitoring using advanced genomics; raised Series B ($33M, 2024)[3].","Jake Chabon, PhD, David Kurtz, MD, PhD, Max Diehn, MD, PhD","Series A: $12.5 million, Series B: $73.75 million (initially closed at $58.75 million in April 2023, expanded by an additional $33 million in July 2024), lead investor: Foresite Capital, other investors: Civilization Ventures, Bluebird Ventures, Pear Ventures, Agent Capital, Stanford University, University of Colorado Healthcare Innovation Fund.",2024-07,$86 million,"Foresite Capital, Civilization Ventures, Bluebird Ventures, Pear Ventures, Agent Capital, Stanford University, University of Colorado Healthcare Innovation Fund","Boulder, CO","2865 Wilderness Place, Boulder, CO 80301, United States","twitter: https://foresight-dx.com/resources/, linkedin: Not found, crunchbase: Not found",Yes
Todyl,https://todyl.com,"Cybersecurity platform offering secure access, endpoint security, and compliance solutions; raised Series B ($50M, 2024)[4].","John Nellen, Darrin Swan","[{'round': 'Seed', 'amount': '$2.25M', 'lead_investor': 'Tech Operators', 'year': '2020'}, {'round': 'Pre-A', 'amount': '$3.6M', 'lead_investor': 'Tech Operators', 'year': '2021'}, {'round': 'Series A', 'amount': '$28M', 'lead_investor': 'Anthos Capital', 'year': '2022'}, {'round': 'Series B', 'amount': '$50M', 'lead_investor': 'Base10 Partners', 'year': '2024'}]",2024-03,$80M,"Base10 Partners, Anthos Capital, Tech Operators, StoneMill Ventures, Blu Ventures","Denver, CO","1631 Wazee Street, Suite 400, Denver, Colorado, 80202, United States","linkedin: https://www.linkedin.com/company/todylsecurity, crunchbase: Not found",Yes
Defense Unicorns,https://defenseunicorns.com,"Provides open source software delivery and AI solutions for government agencies; raised Series A ($35M, 2024)[4].","Rob Slaughter, Jeff McCoy, Andrew Greene","Series A, $35 million, Sapphire Ventures, Ansa Capital, 2024",2024-03,$35M,"Sapphire Ventures, Ansa Capital","Colorado Springs, CO","555 East Pikes Peak Avenue, Suite 114, Colorado Springs, Colorado 80903, United States","linkedin: Not found, crunchbase: Not found",Yes
Maybell Quantum,https://maybellquantum.com,Quantum computing hardware company developing cryogenic and quantum control systems; raised Series A (2024)[4].,"Corban Tillemann-Dick, Kyle Thompson, Bryan Choo","[{'round': 'Series A', 'amount': '$25 million', 'lead_investor': 'Cerberus Capital Management', 'year': 2024}, {'round': 'Series B', 'amount': '$40 million', 'lead_investor': 'Addition', 'year': 2025}]",2025-09,$65 million,"Cerberus Capital Management, Addition, Lavrock Ventures, Caruso Ventures, Mark IV Capital, Decisive Point, In-Q-Tel, Olive Capital, Capital One Ventures","Denver, CO","7100 Broadway, Building 3, Suite D-E, Denver, Colorado 80221, United States","linkedin: Not found, crunchbase: Not found",Yes
Vescent,https://vescent.com,Advanced photonics and quantum technology company specializing in laser and optical systems for quantum computing and sensing; raised Series B (2024)[4].,"Dr. Scott Davis, Scott Rommel","Seed, $5 million, Corporate Fuel, Caruso Ventures, 2024",2024-03,$5 million,"Corporate Fuel, Caruso Ventures","Golden, CO","14998 West 6th Avenue, Suite 700, Golden, Colorado 80401, United States","linkedin: Not found, crunchbase: Not found",Yes
Cloverleaf AI,https://www.cloverleaf.ai,Provides AI-powered media monitoring and intelligence solutions for organizations; recently raised seed funding and expanding quickly[1].,"Adam Zucker, Jeremy Becker","[{'round': 'Seed', 'amount': '$2.8 million', 'lead_investor': 'Jackson Square Ventures', 'year': '2024'}]",2024-11,$2.8 million,"Jackson Square Ventures, First Mile, TechStars, Legal Tech Fund","Denver, CO","600 N Grant St Ste 650, Denver, Colorado, 80203","linkedin: Not found, crunchbase: Not found",Yes
Think Bioscience,https://thinkbioscience.com,Biotech startup leveraging synthetic biology and AI to develop new drug discovery platforms; recently raised seed funding[1].,"Jerome Fox, Philip Jeng","[{'round': 'Pre-seed', 'amount': '$1.9 million', 'lead_investors': ['Xora', 'Wireframe Ventures', 'Axial VC'], 'year': 'Not specified'}, {'round': 'Seed', 'amount': '$17 million', 'lead_investors': ['Innovation Endeavors', 'Xora Innovation'], 'year': '2022'}, {'round': 'Seed extension', 'amount': '$6 million', 'lead_investors': ['YK Bioventures'], 'year': '2024'}]",2024-05,$26 million,"Innovation Endeavors, Xora Innovation, AV8 Ventures, Buff Gold Ventures, LiquidMetal Ventures, Wireframe Ventures, Axial VC, YK Bioventures","Boulder, CO","1745 38th St. Suite 150, Boulder, CO 80301","linkedin: Not found, crunchbase: Not found",Yes
Manatee,https://getmanatee.com,Uses AI to deliver personalized mental health support for families and children; recently funded and growing rapidly[1].,"Damayanti Dipayana, Shawn Kuenzler","Seed Round: $1.53 million, led by Grand Ventures, with participation from American Family Insurance Institute for Corporate and Social Impact, Telosity, SpringTime Ventures, Danish Munir, Luke Leninger, Jonathan Weiner, 2020.",2020,$1.53 million,"Grand Ventures, American Family Insurance Institute for Corporate and Social Impact, Telosity, SpringTime Ventures","Denver, CO","663 S Oneida Way, Denver, Colorado, 80224, United States","linkedin: Not found, crunchbase: Not found",Yes
Precog Data,https://www.precog.com,Provides AI-driven data integration and analytics solutions for enterprises; recently funded and scaling in Colorado[1].,"Jeff Carr, Becky Conning, Mike Corbisiero","[{'round': 'Seed/A', 'amount': '$2.8M', 'lead_investors': 'Streamlined Ventures, Circadian Ventures, others', 'year': 'Pre-2025'}, {'round': 'Series B', 'amount': 'Part of $24.53M total', 'lead_investors': 'Venture Guides (lead), Streamlined Ventures, Circadian Ventures', 'year': '2025'}]",2025-01,$24.53M,"Venture Guides, Streamlined Ventures, Circadian Ventures, First In Ventures, CoFound Partners","Boulder, CO","1919 14th Street, Suite 700, Boulder, Colorado, 80302, United States","linkedin: Not found, crunchbase: Not found",Yes
