company_name,url,description,founders,location_city,location_state,location,headquarters,linkedin_url,crunchbase_url,total_funding_normalized,total_funding,num_funding_rounds,funding_stage_progression,latest_round,latest_round_amount,latest_round_date,latest_funding_date,years_since_last_funding,total_investor_count,lead_investors,all_investors,key_investors,notable_tier1_investors,has_colorado_investors,industry_categories,business_model,company_stage,technology_focus,target_market,colorado_connection
Rewind AI,https://www.rewind.ai,"Founded 2020, Colorado-based AI startup","Dan Siroker, Paul Stamatiou, Brett Bejcek",Denver,CO,"Denver, CO",Not found,,,$33M,$33M,1,Seed,Seed,$33M,2023,2023,2,4,"Sam Altman, First Round Capital, Andreessen Horowitz, NEA","Sam Altman, First Round Capital, Andreessen Horowitz, NEA","Sam Altman, First Round Capital, Andreessen Horowitz, NEA",Andreessen Horowitz,No,"AI, Software, Productivity",B2C SaaS,Seed,AI/ML,Consumer,High
Right Cream,https://rightcream.com,Colorado-based startup with $150K seed funding,Not found,Denver,CO,"Denver, CO","2423 S Downing St, Denver, CO 80210",,,$150K,$150K,1,Seed,Seed,$150K,2023,2023,2,0,,,,,No,"Food & Beverage, Consumer",Consumer,Seed,Unknown,Consumer,High
Rockies Venture Fund,https://www.rockiesventurefund.com,"A Denver-based venture capital firm supporting early-stage companies in Colorado and the surrounding region, with a history of investing in diverse industries.",Peter Adams,Denver,CO,"Denver, CO","1415 Park Avenue West, Denver, Colorado, 80205",,,Unknown,Not found,2,Seed → Series A,Series A,$5M,Unknown,Not found,-1,1,Rockies Venture Club,Rockies Venture Club,Rockies Venture Club,,Yes,"Venture Capital, Technology, Startups",Venture Capital,Early Growth,Unknown,Startups,High
RxRevu (now Arrive Health),https://arrivehealth.com,"Denver-based digital health company providing real-time prescription decision support, secured Series A funding in 2019[17].","Dr. Kevin O’Brien, Carm Huntress",Denver,CO,"Denver, CO","3513 Brighton Blvd, Suite 459, Denver, CO 80216, United States",https://www.linkedin.com/company/arrivehealth,,$46.1M,$46.1 million,3,Series A → Series B → Series C,Series C,$6M,2023-01,2023-01,2,10,"UCHealth, JAZZ Venture Partners","UCHealth, JAZZ Venture Partners, 8VC, Allumia Ventures, Providence Ventures, University of Virginia LVG Venture Fund, Presbyterian Healthcare Services, Inception Health/Froedtert Health, Children’s Hospital Colorado, UnityPoint Health","UCHealth, JAZZ Venture Partners, 8VC, Allumia Ventures, Providence Ventures, University of Virginia LVG Venture Fund, Presbyterian Healthcare Services, Inception Health/Froedtert Health, Children’s Hospital Colorado, UnityPoint Health",,Yes,"Digital Health, Healthcare Technology",B2B SaaS,Growth,HealthTech,Healthcare Providers,High
Salt Athletic,https://saltathletic.com,"Develops smart athletic gear and wearable technology, attracting investor attention and founded by a technical team[3].","Rafael de la Vega, Joaquin Sanchez de Lozada, Jackson Love",Colorado Springs,CO,"Colorado Springs, CO","Colorado Springs, CO 80923, USA",,,$0.98M,"$982,000",1,Seed,Seed,$0.98M,2025-03,2025-03,0,2,"Exponential Impact, MassChallenge","Exponential Impact, MassChallenge","Exponential Impact, MassChallenge",,No,"Wearable Technology, Sports Equipment",Consumer,Seed,Wearable Technology,Consumer,High
Scholarly Software,https://www.scholarlysoftware.com,"Founded in 2020, this company develops AI and machine learning solutions for the food, wellness, and healthcare industries, with $6M in seed funding[3].","Rusty Cowher, Kelly Sutton",Arvada,CO,"Arvada, CO","7028 West 70th Avenue, Arvada, Colorado, 80003, United States",,,$4M,$4 million,1,Seed,Seed,$3M,2024-07,2024-07,1,3,Range Ventures,"Range Ventures, Bienville Capital, angel investors","Range Ventures, Bienville Capital, angel investors",,No,"AI, Healthcare, Food, Wellness",B2B SaaS,Seed,AI/ML,Higher Education,High
Scythe Robotics,https://www.scytherobotics.com,"Robotics company with a Longmont office, developing autonomous commercial lawn mowers, backed by significant venture capital and rapid team expansion[8].","Jack Morrison, Isaac Roberts, Davis Foster",Longmont,CO,"Longmont, CO","2120 Miller Drive, Suite A, Longmont, Colorado, 80501",https://www.linkedin.com/company/scythe-robotics/,,$60.6M,$60.6 million,3,Unknown,Additional funding,$22.8M,2025-06,2025-06,0,6,Energy Impact Partners,"Energy Impact Partners, ArcTern Ventures, Alumni Ventures, Amazon's Alexa Fund, True Ventures, Inspired Capital","Energy Impact Partners, ArcTern Ventures, Alumni Ventures, Amazon's Alexa Fund, True Ventures, Inspired Capital",,No,"Robotics, Agriculture, Automation",Hardware,Growth,CleanTech,Commercial,High
SendGrid,https://sendgrid.com,"Provides cloud-based email delivery services for transactional and marketing emails, enabling businesses to reliably send and track emails at scale[5][9].","Isaac Saldana, Jose Lopez, Tim Jenkins",Denver,CO,"Denver, CO","1801 California Street, Suite 500, Denver, CO 80202",,,$260M,$260 million,6,Seed → Series A → Series B → Series C → Series D → IPO,IPO,$131M,2017,2017,8,7,"Highway 12 Ventures, Foundry Group, Bessemer Venture Partners, Bain Capital Ventures","Highway 12 Ventures, Foundry Group, SoftTech VC, Bessemer Venture Partners, Bain Capital Ventures, 500 Startups, Bullet Time Ventures","Highway 12 Ventures, Foundry Group, SoftTech VC, Bessemer Venture Partners, Bain Capital Ventures, 500 Startups, Bullet Time Ventures",,Yes,"Email Services, SaaS, Cloud Computing",B2B SaaS,Growth,Cloud Services,"Enterprise, SMB",High
Sequel Venture Partners,https://www.sequelvc.com,"Boulder-based VC investing in early-stage, high-growth technology companies, with a focus on innovation and scalable business models[8].","Tom Washing, Dan Mitchell",Boulder,CO,"Boulder, CO","4430 Arapahoe Avenue, Suite 220, Boulder, Colorado 80303, United States",,,$400M,$400 million,2,Series A → Series B,Series B,Unknown,2025,2025,0,3,Not specified,"Boulder Ventures, Vista Ventures, New Enterprise Associates","Boulder Ventures, Vista Ventures, New Enterprise Associates",,Yes,"Technology, Healthcare, Clean Technology",Venture Capital,Early Growth,"Healthcare, Internet, Enterprise IT, Clean Technology",Enterprise,High
Service Provider Capital,https://serviceprovidercapital.com,"Colorado VC investing in early-stage, high-growth startups across IT, healthcare, fintech, and other sectors[5][15].","Jody Shepherd, Noah Pittard",Golden,CO,"Golden, CO","601 16th St, Golden, Colorado, 80401, United States",,,Unknown,Not found,2,Seed → Series A,Series A,Unknown,2014,2014,11,0,Unknown,Unknown,,,No,"IT, Healthcare, Fintech",Unknown,Early Growth,Unknown,Unknown,High
Shadower,https://shadower.com,"Online platform connecting amateurs with experts for real-life shadowing experiences, aiming to reimagine education through hands-on learning and networking. Founded in 2019 in Fort Collins[4].",Jason Pacini,Fort Collins,CO,"Fort Collins, CO",Not found,,,Unknown,Not found,0,Unknown,Unknown,Unknown,Unknown,Not found,-1,0,,,,,No,"Education, Networking, Online Platform",Marketplace,Early Growth,Online Learning,Consumers,High
Shinesty,https://www.shinesty.com,"Sells bold, themed apparel and accessories for parties, events, and holidays, known for its humorous and irreverent brand. Founded by Chris White and Jens Nicolaysen.","Chris White, Jens Nicolaysen",Boulder,CO,"Boulder, CO","1990 57th Ct N, Unit A, Boulder, Colorado 80301",,,$10.63M,$10.63 million,1,Series A,Series A - V,$600K,2020-06,2020-06,5,1,MergeLane,MergeLane,MergeLane,,Yes,"Apparel, E-commerce, Retail",Consumer,Early Growth,,Consumer,High
Sierra Space,https://sierraspace.com,"A commercial space company focused on building the next generation of space transportation and habitats, with significant technical leadership and rapid growth[6][9].","Eren Ozmen, Fatih Ozmen",Louisville,CO,"Louisville, CO","2000 S Taylor Avenue, Louisville, CO 80027",,,$1.7B,$1.7 billion,2,Series A → Series B,Series B,$290M,2023-09,2023-09,2,10,"MUFG Bank, Kanematsu Corporation, Tokio Marine & Nichido Fire Insurance","MUFG Bank, Kanematsu Corporation, Tokio Marine & Nichido Fire Insurance, General Atlantic, Coatue, Moore Strategic Ventures, Sierra Holding Company, BlackRock Private Equity Partners, AE Industrial Partners, Vice Family Trust, Fenix Group","MUFG Bank, Kanematsu Corporation, Tokio Marine & Nichido Fire Insurance, General Atlantic, Coatue, Moore Strategic Ventures, Sierra Holding Company, BlackRock Private Equity Partners, AE Industrial Partners, Vice Family Trust, Fenix Group",,No,"Aerospace, Defense, Technology",B2B Hardware,Growth,"Space Transportation, Satellite Technology","Government, Commercial",High
Silicon Mountain,https://www.siliconmtn.com,Specializes in digital solutions and DevSecOps as a service; demonstrated significant revenue growth in recent years[4].,"Kris Townsend, Wayne Townsend",Lakewood,CO,"Lakewood, CO","1526 Cole Blvd Ste 300, Lakewood, Colorado, 80401",,,Unknown,Not found,0,Unknown,Unknown,Unknown,Unknown,Not found,-1,0,,,,,No,"Digital Solutions, DevSecOps",B2B Services,Growth,"DevSecOps, Digital Solutions",Enterprise,High
Silvis Materials,https://silvismaterials.com,"Silvis Materials develops innovative, low-carbon materials for the construction industry, emphasizing circular economy principles.","Patty Ferreira, Dr. Dhrubo Laskar",Boulder,CO,"Boulder, CO","4880 Fairlawn Court, Boulder, CO",,,$1.77M,$1.77 million,4,Unknown,NSF SBIR Phase II Grant,$1M,2024,2024,1,3,"National Science Foundation, Colorado Office of Economic Development and International Trade, Techstars","National Science Foundation, Colorado Office of Economic Development and International Trade, Techstars","National Science Foundation, Colorado Office of Economic Development and International Trade, Techstars",,Yes,"Construction, CleanTech, Materials",B2B,Early Growth,CleanTech,Construction,High
Skratch Labs,https://www.skratchlabs.com,"Boulder-based company producing sports nutrition products, including hydration mixes and energy bars, with significant revenue growth since 2020[2].","Dr. Allen Lim, Ian MacGregor, Aaron Foster",Boulder,CO,"Boulder, CO","2845 29th Street, Unit B&C, Boulder, CO 80301",,,$5M,Less than $5 million,1,Unknown,Unknown,Unknown,Unknown,Not found,-1,1,Conti Ventures,Conti Ventures,Conti Ventures,,Yes,"Sports Nutrition, Consumer Goods",Consumer,Growth,Unknown,Consumer,High
"Solid Power, Inc.",https://www.solidpowerbattery.com,"Develops all-solid-state rechargeable batteries for electric vehicles and mobile power markets, aiming for safer, higher-energy batteries[5][1].","Douglas Campbell, Sehee Lee",Louisville,CO,"Louisville, CO","486 South Pierce Avenue, Suite E, Louisville, Colorado 80027, United States",,,$198.21M,$198.21 million,3,Series A → Series B → SPAC,SPAC,$543M,2021-12,2021-12,3,8,"Ford Motor Company, BMW Group, A123 Systems","A123 Systems, Hyundai CRADLE, Samsung Venture Investment, Ford Motor Company, BMW Group, Decarbonization Plus Acquisition III, Volta Energy Technologies, Umicore, SK Innovation, Solvay","Ford Motor Company, BMW Group, Hyundai, Volta Energy Technologies, Umicore, SK Innovation, A123 Systems, Solvay",,No,"CleanTech, Energy Storage, Electric Vehicles",Hardware,Growth,CleanTech,"Consumer, Automotive",High
SonderMind,https://sondermind.com,"Connects individuals with licensed therapists and mental health professionals, offering accessible and personalized mental health care solutions[1].","Mark Frank, Sean Boyd",Denver,CO,"Denver, CO","1099 18th Street, Suite 2350, Denver, CO 80202",https://www.linkedin.com/company/sondermind/,https://www.crunchbase.com/organization/sondermind,$183M,$183 million,4,Seed → Series A → Series B → Series C,Series C,$150M,2021-07,2021-07,4,10,"Drive Capital, Premji Invest","Kickstart, Dioko Ventures, General Catalyst, Drive Capital, Premji Invest, F-Prime Capital, Smash Ventures, Partners Group, Founders Circle Capital, Zoma Foundation, FCA Venture Partners","Kickstart, Dioko Ventures, General Catalyst, Drive Capital, Premji Invest, F-Prime Capital, Smash Ventures, Partners Group, Founders Circle Capital, Zoma Foundation, FCA Venture Partners",,No,"Healthcare, Mental Health, Telehealth",Marketplace,Growth,HealthTech,Consumer,High
Soona,https://soona.co,"Denver martech company founded in 2018, providing professional photo and video content creation services for ecommerce and marketing campaigns with $56.1M in VC funding from Bain Capital Ventures and Springbank Collective","Liz Giorgi, Hayley Anderson",Denver,CO,"Denver, CO",Not found,,,$56.1M,$51 million,2,Seed/Series A → Series B,Series B,$35M,2022-01,2022-01,3,6,"Bain Capital Ventures, Union Square Ventures, Matchstick Ventures","Bain Capital Ventures, Union Square Ventures, Matchstick Ventures, Starting Line Ventures, 2048 Ventures, Range Ventures","Bain Capital Ventures, Union Square Ventures, Matchstick Ventures, Starting Line Ventures, 2048 Ventures, Range Ventures",,No,"Martech, Content Creation, E-commerce",B2B SaaS,Growth,AI,E-commerce,High
Sovrn,https://www.sovrn.com,Provides advertising technology and publisher solutions to help online publishers grow revenue and optimize content. Founded by Walter Knapp.,"Walter Knapp, John Battelle",Boulder,CO,"Boulder, CO","1600 Pearl St, Second Floor, Boulder, Colorado, 80302, United States",,,$121.5M,$121.5 million,3,Earlier → Series B → Series C,Series C,$36M,2022-07,2022-07,3,7,"Foundry Group, Archer Venture Capital, Lexington Partners, Progress Ventures, Structural Capital","Foundry Group, Archer Venture Capital, Lexington Partners, Progress Ventures, Structural Capital, Oak Investment Partners, Archer Venture Acquisitions, John Battelle","Foundry Group, Archer Venture Capital, Lexington Partners, Progress Ventures, Structural Capital, Oak Investment Partners",,Yes,"Advertising Technology, Publisher Solutions, Revenue Optimization",B2B SaaS,Growth,Advertising Technology,Online Publishers,High
SparkFun Electronics,https://www.sparkfun.com,"Boulder-based online retailer for circuit boards, microcontrollers, and hobbyist electronics founded in 2003 with annual revenue above $30 million",Nathan Seidle,Niwot,CO,"Niwot, CO","6333 Dry Creek Parkway, Niwot, CO 80503, United States",https://www.linkedin.com/company/sparkfun-electronics,https://www.crunchbase.com/organization/sparkfun-electronics,$3M,$3.0 million,1,Unknown,Unknown,Unknown,Unknown,Not found,-1,0,,,,,No,"Electronics, Retail, E-commerce",E-commerce,Mature,Consumer Electronics,Consumer,High
Sphero (formerly Orbotix),https://sphero.com,Designs and manufactures programmable robots and educational STEAM tools for learners of all ages[9].,"Ian Bernstein, Adam Wilson",Boulder,CO,"Boulder, CO","4772 Walnut Street, Suite 206, Boulder, CO 80301, United States",,,$110M - $151M,$110M - $151M,4,Series A/B/C → Series D → Series E → Series F/G,Series F/G,Undisclosed,2017,2015,8,8,"Foundry Group, Shea Ventures, Mercato Partners, Techstars, Grishin Robotics","Foundry Group, Techstars, Highway 12 Ventures, SK Ventures, Shea Ventures, Grishin Robotics, Mercato Partners, The Walt Disney Company","Foundry Group, Techstars, Highway 12 Ventures, SK Ventures, Shea Ventures, Grishin Robotics, Mercato Partners, The Walt Disney Company",,Yes,"Robotics, Education Technology, Consumer Electronics",Hardware,Growth,"Robotics, Educational Tools",Consumer,High
SPI Shamrock Painting Inc.,https://www.shamrockpaintinginc.com,"Commercial painting & specialty coatings in Denver with $8.9M revenue and 62% growth rate, 60 employees",Gina Tumbarello Koert,Denver,CO,"Denver, CO","1277 South Cherokee Street, Denver, Colorado 80223, USA",https://www.linkedin.com/company/shamrock-painting-inc-,,Unknown,Not found,0,Unknown,Unknown,Unknown,Unknown,Not found,-1,0,,,,,No,"Commercial Painting, Specialty Coatings",B2B Services,Growth,Unknown,Commercial,High
Splash Sports,https://splashsports.com,"Operates a platform for fantasy sports and gaming, enabling users to create and manage sports contests; raised Series B funding in October 2025[1].","Joel Milton, T.J. Ross",Denver,CO,"Denver, CO","383 Corona Street, Unit 819, Denver, Colorado, 80220, United States",,,$28.5M,$28.5 million,2,Series A2 → Series B,Series B,$14.5M,2025-10,2025-10,0,6,Dream Ventures,"Dream Ventures, Acies Investments, K5 Global, Accomplice, Boston Seed, Velvet Sea Ventures, Green Wave Ventures, Evolution Partners, EP Golf Ventures","Dream Ventures, Boston Seed, Velvet Sea Ventures, Green Wave Ventures, Evolution Partners, EP Golf Ventures",,No,"Fantasy Sports, Gaming, Technology",Marketplace,Growth,Gaming Technology,Consumer,High
Springtime Ventures,https://www.springtimeventures.com,"Denver-based VC firm specializing in seed-stage investments in healthcare, fintech, logistics, and marketplaces[3].","Matt Blomstedt, Rick Patch",Denver,CO,"Denver, CO","1962 Blake Street, Suite 200, Denver, Colorado 80202",https://www.linkedin.com/in/rick-jones-8a10652/,,$33M,$33 million,2,Seed → Fund I → Fund II,Fund II,$25M,2022,2022,3,1,Not found,High-net-worth individuals,High-net-worth individuals,,No,"Healthcare, Fintech, Logistics, Marketplaces",Venture Capital,Early Growth,"Healthcare, FinTech, Logistics",Startups,High
Stack Infrastructure,https://stackinfra.com,"Provides data center solutions and infrastructure, founded by Brian Cox and recognized as a high-growth Colorado tech company[14][16].",Brian Cox,Denver,CO,"Denver, CO","1700 Broadway, Suite 1750, Denver, Colorado, 80290, United States",,,$21B,$21 billion,5,Unknown,Green Financing,$39.7B,2025-10,2025-10,0,3,"IPI Partners, Natixis CIB, Societe Generale","IPI Partners, Natixis CIB, Societe Generale","IPI Partners, Natixis CIB, Societe Generale",,No,"Data Centers, Infrastructure, Technology",B2B Infrastructure,Growth,"Data Center Solutions, AI/ML",Enterprise,High
StackHawk,https://www.stackhawk.com,"Delivers automated application security testing for developers, enabling teams to find and fix security vulnerabilities in code before deployment[1].","Joni Klippert, Scott Gerlach, Ryan Severns",Denver,CO,"Denver, CO","1580 North Logan Street, Suite 660, Denver, Colorado, 80203, United States",,,$47.3M,$47.3 million,3,Series A → Series B → Series B-II,Series B-II,$12M,2025-05,2025-05,0,5,"Sapphire Ventures, Costanoa Ventures","Sapphire Ventures, Costanoa Ventures, Foundry Group, Flybridge Capital, Matchstick Ventures","Sapphire Ventures, Costanoa Ventures, Foundry Group, Flybridge Capital, Matchstick Ventures",,Yes,"Application Security, DevOps, SaaS",B2B SaaS,Growth,"Security, API Management",Enterprise,High
Starlight Software Solutions,https://www.starlightsoftwaresolutions.com,"Denver, Colorado - Information technology and software company with recent venture funding (specific amount and date available with subscription)",Bill Bradley,Denver,CO,"Denver, CO","181 E 56th Ave, Suite 501, Denver, Colorado 80216, United States",,,$1.1M,$1.1M,1,Seed,Seed,$1.11M,2024-10,2024-10,1,1,Cloquet Capital Partners,Cloquet Capital Partners,Cloquet Capital Partners,,No,"Information Technology, Software, Waste Management",B2B SaaS,Seed,Software Solutions,Enterprise,High
Stout Street Capital,https://www.stoutstreetcapital.com,"Denver-based venture capital firm investing in early-stage technology companies, with a focus on scalable, high-growth startups[15].","Clay Gordon, John Francis",Denver,CO,"Denver, CO","288 Clayton St, Ste 206, Denver, Colorado, 80206, United States",https://www.linkedin.com/company/stout-street-capital,,Unknown,Not found,3,Pre-seed → Seed → Series A,Series A,$500K,Unknown,Not found,-1,0,,,,,No,"HealthTech, EdTech, CleanTech","B2B, B2C",Early Growth,"HR Tech, FinTech, Insurtech","Consumer, Enterprise",High
Stream,https://getstream.io,"**API platform for chat and activity feeds**, powering messaging in apps and websites. Boulder-based, recently raised funding to expand developer tools[12].",Not found,Boulder,CO,"Boulder, CO","1215 Spruce St, Suite 300, Boulder, CO 80302, United States",,,$53M,$53 million,2,Series A → Series B,Series B,$38M,2021-03,2021-03,4,8,"Felicis Ventures, GGV Capital","Felicis Ventures, GGV Capital, 01 Advisors, Knight Capital, Olivier Pomel, Tom Preston-Werner, Johnny Boufarhat, Selcuk Atli","Felicis Ventures, GGV Capital, 01 Advisors, Knight Capital, Olivier Pomel, Tom Preston-Werner, Johnny Boufarhat, Selcuk Atli",,No,"API, SaaS, Messaging",B2B SaaS,Growth,"APIs, Messaging, Real-Time Communication",Enterprise,High
Strive Health,https://www.strivehealth.com,"Kidney care provider leveraging technology to improve outcomes, recently raised a $166M Series C and remains private[5].","Chris Riopelle, Will Stokes",Denver,CO,"Denver, CO","1600 Stout Street, Suite 2000, Denver, CO 80202",,,$700M,$700 million,4,Series A → Series B → Series C → Series D,Series D,$300M in equity + $250M in debt,2025-09,2025-09,0,8,"NEA, CapitalG","NEA, CapitalG, CVS Health Ventures, Redpoint, Town Hall Ventures, Ascension Ventures, Echo Health Ventures, BlackRock affiliates","NEA, CapitalG, CVS Health Ventures, Redpoint, Town Hall Ventures, Ascension Ventures, Echo Health Ventures, BlackRock affiliates",,No,"Healthcare, Technology, Biotech",B2B Healthcare Services,Growth,"HealthTech, Predictive Analytics","Healthcare Providers, Payors",High
SummitStone Health Partners,https://www.summitstonehealth.org,"Behavioral health startup delivering mental health and addiction recovery services, using innovative care models. Based in Fort Collins[4].",Not found,Fort Collins,CO,"Fort Collins, CO","4856 Innovation Dr Ste B, Fort Collins, Colorado, 80525, United States",,,$6.9M,$6.9 million (from significant government grants),0,Unknown,Unknown,Unknown,Unknown,2023,-1,0,,,,,No,"Behavioral Health, Mental Health, Addiction Recovery",Nonprofit,Mature,Unknown,"Consumer, Government",High
Sunday,https://getsunday.com,Offers lawn care products and services using data and science to simplify lawn maintenance for homeowners[3].,Not found,Boulder,CO,"Boulder, CO","1434 Spruce St, Suite 100, Boulder, CO 80302, United States",https://www.linkedin.com/company/sunday-lawn-care/,https://www.crunchbase.com/organization/sunday-lawn-care,$121M,At least $121 million,3,Seed → Series A → Series B,Series B,$21M,2025,2025,0,2,DST Global Partners,DST Global Partners,DST Global Partners,,No,"Lawn Care, Consumer Services, Subscription Services",Consumer,Growth,Data Science,Consumer,High
Surna,https://www.surna.com,"Climate control technology company in Longmont serving the indoor agriculture industry, known for innovative solutions and recent growth through funding[8].","Brandy Keen, Stephen Keen",Boulder,CO,"Boulder, CO","1780 55th Street, Suite C, Boulder, Colorado 80301, United States",https://www.linkedin.com/company/surna-cultivation-technologies/,,$5M,Less than $5 million,2,Equity Offering,Equity Offering,$1.8M,2021-02,2021-02,4,0,,,,,No,"Climate Control, Indoor Agriculture, Technology",B2B Hardware,Growth,CleanTech,Commercial Growers,High
Sweater Ventures,https://www.sweaterventures.com,"Fintech startup offering a venture capital fund accessible to everyone; founded by Chad Lewkowski, Jesse Randall, and Matthew Klein, with investors such as Motivate Venture Capital and Kickstart Fund[","Jesse Randall, Chad Lewkowski, Matthew Klein, Jaron Jones",Boulder,CO,"Boulder, CO","4999 Nautilus Ct, Boulder, Colorado, 80301, United States",https://www.linkedin.com/company/sweaterventures/,https://www.crunchbase.com/organization/sweater-ventures,$14.3M,$14.3 million,2,Pre-Seed → Seed,Seed,$12M,2022-01,2022-01,3,5,"Motivate VC, Akuna Capital, MRTNZ Ventures, Bison Ventures, Spacestation Investments","Motivate VC, MRTNZ Ventures, Bison Ventures, Spacestation Investments, Akuna Capital","Motivate VC, Akuna Capital, MRTNZ Ventures, Bison Ventures, Spacestation Investments",,No,"FinTech, Venture Capital",Marketplace,Early Growth,FinTech,Consumer,High
Swimlane,https://www.swimlane.com,Cybersecurity automation platform founded by technical expert Cody Cornell; helps organizations automate and orchestrate security operations[1].,"Cody Cornell, Brian Kafenbaum",Denver,CO,"Denver, CO","999 18th St, Suite 2201N, Denver, CO 80202, United States",https://www.linkedin.com/company/swimlane/,https://www.crunchbase.com/organization/swimlane,$215M,$215 million,7,Seed → Series A → Series B → Venture → Series C → Growth Funding → Filing,Filing,$143M,2025-06,2025-06,0,5,"Energy Impact Partners, Activate Capital Partners, Trinity Capital","Energy Impact Partners, Activate Capital, Trinity Capital, 3Lines Venture Capital, Sun Management","Energy Impact Partners, Activate Capital, Trinity Capital, 3Lines Venture Capital, Sun Management",,No,"Cybersecurity, Automation, SaaS",B2B SaaS,Growth,"AI/ML, Cybersecurity",Enterprise,High
Techstars,https://www.techstars.com,"Global platform for investment and innovation, providing accelerator programs and funding for startups[3].","David Cohen, Brad Feld, David Brown, Jared Polis",Boulder,CO,"Boulder, CO","1050 Walnut St, Suite 202, Boulder, CO 80302, USA",https://www.linkedin.com/company/techstars/,https://www.crunchbase.com/organization/techstars,$30.4B,$30.4B,1,Pre-seed,Pre-seed,$220K,2025-04,2025-04,0,1,Unknown,Unknown,,,No,"Investment, Innovation, Startups",Accelerator,Early Growth,Unknown,Startups,High
Testimonial IQ,https://www.testimonialiq.com,"AI-powered platform founded in 2021 that helps businesses collect, manage, and showcase customer testimonials to boost credibility and sales[3].","Andrew Johnson, Shivakar Vulli",Denver,CO,"Denver, CO",Not found,,,$0.36M,"$120,000 to $600,000",1,Seed,Incubator/accelerator,$0.36M,2021,2021,4,3,"Techstars, The Founders Arena WealthTech Accelerator, Frazier Group","Techstars, The Founders Arena WealthTech Accelerator, Frazier Group","Techstars, The Founders Arena WealthTech Accelerator, Frazier Group",,Yes,"AI, SaaS, Marketing Technology",B2B SaaS,Early Growth,AI/ML,SMB,High
Tetra Insights,https://www.tetrainsights.com,"Platform for enterprise user research and insights; founded by Michael Bamberger, with investors such as Techstars and Access Venture Partners[5].","Michael Bamberger, Panos Rigopoulos",Boulder,CO,"Boulder, CO","4450 Arapahoe Ave, Suite 100, Boulder, CO 80303",,,$6.5M,$6.5 million,2,Seed → Series A,Series A,$5M,2021-07,2021-07,4,4,"Active Capital, Access Venture Partners","Active Capital, Access Venture Partners, Next Frontier Capital, HNVR Technology Investment Management","Active Capital, Access Venture Partners, Next Frontier Capital, HNVR Technology Investment Management",,Yes,"AI, User Research, Insights, SaaS",B2B SaaS,Early Growth,AI/ML,Enterprise,High
TextUs,https://www.textus.com,SMS platform for businesses enabling real-time conversations. Raised $22M in Series C funding.,"Ted Guggenheim, Andrew Kimmell, Mike Hickman",Boulder,CO,"Boulder, CO","1401 Walnut St, Suite 100, Boulder, Colorado 80302, United States",,,$29.18M,$29.18M,2,Series B → Series C,Series C,$22M,2021-12,2021-12,4,4,Eastside Partners,"Eastside Partners, Access Venture Partners, Blossom Street Ventures, Paycheck Protection Program","Eastside Partners, Access Venture Partners, Blossom Street Ventures, Paycheck Protection Program",,Yes,"SaaS, Communication, Business Services",B2B SaaS,Growth,Communication Technology,SMB,High
The Luxe Room,https://www.theluxeroom.com,"Denver-based medical spa and laser clinic offering cosmetic injectables and aesthetic treatments, with over 5,000% revenue growth since 2020[1][3].","Danielle Mathers, Brad Mathers",Denver,CO,"Denver, CO","3900 E Mexico Ave, Suite 100, Denver, Colorado, 80210",,,Unknown,Not found,0,Unknown,Unknown,Unknown,Unknown,Not found,-1,0,,,,,No,"Medical Spa, Aesthetic Treatments, Healthcare",Consumer,Growth,Healthcare Services,Consumer,High
The Nokbox,https://www.thenokbox.com,"Littleton-based company providing next-of-kin information kits to help families organize critical documents, with over 350% revenue growth[5].",Maria Fraietta,Littleton,CO,"Littleton, CO","6848 S Hill St, Littleton, CO 80120",,,$0.2M,"$200,000",1,Seed,Convertible Note,$0.2M,2013-05,2013-05,12,1,Tandem Capital,Tandem Capital,Tandem Capital,,Yes,"Consumer, Estate Planning, Document Management",Consumer,Early Growth,Unknown,Consumer,High
The Pro’s Closet (TPC),https://www.theproscloset.com,Marketplace for buying and selling certified pre-owned bikes and cycling gear[1][2][3][9].,Nick Martin,Thornton,CO,"Thornton, CO","1101 E. 126th Avenue, Suite 190, Thornton, CO 80241",,,$68M,$68 million,3,Seed → Series A → Series B,Series B,$40M,2021-05,2021-05,4,3,"Foundry Group, Edison Partners, The Chernin Group","Foundry Group, Edison Partners, The Chernin Group","Foundry Group, Edison Partners, The Chernin Group",,Yes,"E-commerce, Marketplace, Retail",Marketplace,Growth,,Consumer,High
The Regis Company,https://www.regiscompany.com,"Company that received Series A funding from Access Venture Partners on April 28, 2025.",Mike Vaughan,Golden,CO,"Golden, Colorado","600 W. 12th St., Suite 150, Golden, Colorado 80401, United States",,,$4.75M,$4.75 million,2,Seed → Series A,Series A,$1.25M,2025-04,2025-04,0,4,Access Venture Partners,"Access Venture Partners, Firebrand Ventures, FirstMile Ventures, Management Concepts","Access Venture Partners, Firebrand Ventures, FirstMile Ventures, Management Concepts",,Yes,"EdTech, AI, Enterprise Software",B2B SaaS,Early Growth,AI,Enterprise,High
The Weather Changers Heating and Air,https://theweatherchangers.com,"Residential HVAC service and installation in Denver with $3.1M revenue and 34% growth rate, 10 employees","Chris Houchin, Samantha Houchin",Aurora,CO,"Aurora, CO","6140 S Gun Club Rd, Aurora, CO 80016, USA",,,Unknown,Not found,0,Unknown,Unknown,Unknown,Unknown,Not found,-1,0,,,,,No,"HVAC, Home Services",Consumer,Growth,Unknown,Consumer,High
